split	genre	dataset	year	sid	score	sentence1	sentence2
train	main-captions	MSRvid	2012test	0342	0.600	Bir adam bir bifteği yıkıyor.	Bir adam gitar çalıyor.
train	main-captions	MSRvid	2012test	0344	0.800	Bir adam eşya satıyor.	Bir adam evi temizliyor.
train	main-captions	MSRvid	2012test	0347	3.200	Bir adam bir duvara atlıyor.	Bir adam kısa bir duvara atlar.
train	main-captions	MSRvid	2012test	0348	3.200	Koşucular bir parkur etrafında yarışırlar.	Koşucular bir yarışta yarışırlar.
train	main-captions	MSRvid	2012test	0349	0.600	Bir adam bir futbol topunu tekmeliyor.	Bir adam bir kase karıştırıyor.
train	main-captions	MSRvid	2012test	0350	0.600	Bir kadın bir şeyler kızartıyor.	Bir kadın ata biniyor.
train	main-captions	MSRvid	2012test	0351	0.000	Bir kedi enayi yalıyor.	Bir kadın salatalık dilimliyor.
train	main-captions	MSRvid	2012test	0352	1.400	Bir kadın ateşin yanında dans ediyor.	Bir kadın banyo yapıyor.
train	main-captions	MSRvid	2012test	0355	2.200	Adam bir balığı dilimleyerek açıyor.	Bir adam bir patatesi dilimliyor.
train	main-captions	MSRvid	2012test	0357	3.600	Tereyağı bir tavada eriyor.	Bir adam bir tavada tereyağı eritiyor.
train	main-captions	MSRvid	2012test	0359	3.111	Üç oğlan dans ediyor.	Çocuklar dans ediyor.
train	main-captions	MSRvid	2012test	0360	0.600	Bir kadın, bir erkekle oyun oynuyor.	Bir adam piyano çalıyor.
train	main-captions	MSRvid	2012test	0361	0.400	Adam beyaz bir araba kullanıyor.	Bir adam röportaj veriyor.
train	main-captions	MSRvid	2012test	0365	4.250	Bir adam arabasını sürdü.	Bir adam araba kullanıyor.
train	main-captions	MSRvid	2012test	0366	3.000	Bir araba bir yerden geri çekilir.	Bir araba tıkalı şeritten geri gidiyor.
train	main-captions	MSRvid	2012test	0368	5.000	Bir adam pizzaya biraz peynir koyar.	Adam pizzanın üzerine peynir serpti.
train	main-captions	MSRvid	2012test	0369	5.000	Oğlan piyano çalıyor.	Bir çocuk piyano çalıyor.
train	main-captions	MSRvid	2012test	0371	3.750	Adam gitarını çaldı.	Bir adam gitar çalıyor.
train	main-captions	MSRvid	2012test	0373	0.200	Bir adam ata biniyor.	Bir adam bir klavye çalıyor.
train	main-captions	MSRvid	2012test	0374	0.400	Bir adam bir ip üzerinde yürüyor.	Bir adam mo-pad'e biniyor.
train	main-captions	MSRvid	2012test	0376	1.286	Bir kız flüt çalıyor.	Bir grup sahnede çalıyor.
train	main-captions	MSRvid	2012test	0377	4.600	İnsanlar trenden iniyor.	Bir grup insan trenden iner.
train	main-captions	MSRvid	2012test	0378	0.600	Bir kadın bir makinede dikiş yapıyor.	Bir kadın biraz et pişiriyor.
train	main-captions	MSRvid	2012test	0379	2.000	Bir köpek yüzme havuzuna bakıyor.	Bir köpek havuzun etrafında yürüyor.
train	main-captions	MSRvid	2012test	0380	5.000	Bir adam bir parça ekmeği yağlıyor.	Bir adam ekmeğe tereyağı sürüyor.
train	main-captions	MSRvid	2012test	0382	1.800	Bir adam domatesleri parçalara ayırıyor.	Bir kadın sebze kesiyor.
train	main-captions	MSRvid	2012test	0384	2.400	Odada üç genç kız dans etti.	Bazı genç kızlar kamera için dans ediyor.
train	main-captions	MSRvid	2012test	0385	2.400	Bir aslan yürüyor.	Bir aslan bir kalemde dolaşıyor.
train	main-captions	MSRvid	2012test	0386	0.400	Bir arabaya ateş eden bir adam.	Bir adam patatesi kesiyor.
train	main-captions	MSRvid	2012test	0388	4.200	Siyah bir at koşturuyor.	At koşuyor.
train	main-captions	MSRvid	2012test	0390	0.000	Bir kadın karides geliştiriyor.	Bir adam yağmurda dans ediyor.
train	main-captions	MSRvid	2012test	0391	0.000	Bir adam ata biniyor.	Bir kadın bir dondurucu yıkıyor.
train	main-captions	MSRvid	2012test	0393	0.800	Bir adam bir yolda yürür.	Bir adam sıkı bir ipin üzerinden geçer.
train	main-captions	MSRvid	2012test	0394	1.400	Bir adam bir patatesi dilimliyor.	Bir kadın jalepeno kesiyor.
train	main-captions	MSRvid	2012test	0395	1.500	Bir köpek bir baloya havlıyor.	Bir köpek tenis topundan sonra yüzüyor.
train	main-captions	MSRvid	2012test	0397	2.500	Bir çocuk, olta üzerinde sallanan bir balıktan kaçar.	Küçük bir çocuk bir olta kamışının etrafında koşuyor.
train	main-captions	MSRvid	2012test	0398	2.500	Bir adam vahşi doğada bir yolda yürüyor.	Bir adam yolda yürüyor.
train	main-captions	MSRvid	2012test	0399	3.500	Yaşlı bir adam kürsüde konuşuyor.	Bir adam kürsüde konuşma yapıyor.
train	main-captions	MSRvid	2012test	0401	3.400	Ağır çekimde ata binen bir adam.	Bir adam ata biniyor.
train	main-captions	MSRvid	2012test	0402	3.800	Bir kişi biraz burrata peyniri kesiyor.	Kişi peyniri dilimliyor.
train	main-captions	MSRvid	2012test	0403	3.800	Adam otomatik tüfekle ateş ediyor.	Bir adam ateş ediyor.
train	main-captions	MSRvid	2012test	0406	1.500	Bir adam bıçak arkasıyla sarımsak eziyor.	Bir kadın eti bıçakla kesiyor.
train	main-captions	MSRvid	2012test	0407	0.500	Bir kadın tırnaklarını törpü ile törpüliyor.	Bir kadın bebeğini bir biberonla besliyor.
train	main-captions	MSRvid	2012test	0408	0.000	Bir adam kaykay sürüyor.	Bir kadın patates kesiyor.
train	main-captions	MSRvid	2012test	0409	0.000	Bir kadın duş alıyor.	Bir adam beyaz bir ata biniyor.
train	main-captions	MSRvid	2012test	0410	0.800	Bir adam dans ediyor.	Bir adam ata biniyor.
train	main-captions	MSRvid	2012test	0413	0.850	Bir adam kürek çekiyor.	Bir adam silahla ateş ediyor.
train	main-captions	MSRvid	2012test	0414	3.400	Bir adam tavana bağlı bir ipten sallanıyor.	Bir adam bir ipte sallanıyor.
train	main-captions	MSRvid	2012test	0415	0.400	Bir kadın bir sahilde ata biniyor.	Bir adam sırtında başka bir adam taşıyor.
train	main-captions	MSRvid	2012test	0416	1.750	Bir adam bir elinde küçük bir hayvanı tutar.	Bir adam küçük bir maymunu gösterir.
train	main-captions	MSRvid	2012test	0417	3.250	Bir kişi kare bir kağıt parçasını katlıyor.	Bir adam kağıt katlıyor.
train	main-captions	MSRvid	2012test	0418	0.750	Bir kişi bir tavada et kızartıyor.	Bir kişi bir kokarca tutuyor.
train	main-captions	MSRvid	2012test	0422	0.000	Bir şempanze bir kadına zarar veriyor.	Bir adam araba kullanıyor.
train	main-captions	MSRvid	2012test	0423	0.000	Kadın karides soyuyor.	Adam bir lemur tutuyor.
train	main-captions	MSRvid	2012test	0427	4.250	İki zebra oynuyor.	Zebralar sosyalleşiyor.
train	main-captions	MSRvid	2012test	0428	1.800	Bir kadın tereyağı dilimliyor.	Bir kadın tofu dilimler.
train	main-captions	MSRvid	2012test	0429	3.200	Bazı erkekler gitar çalıyor.	Üç adam birlikte gitar çalıyor ve şarkı söylüyor.
train	main-captions	MSRvid	2012test	0430	3.600	Filler üzerlerine su püskürttü.	Filler kendilerine su püskürtür.
train	main-captions	MSRvid	2012test	0432	2.600	Bir dükkanın tezgahına bir köpek oturdu.	Köpek tezgahta duruyor.
train	main-captions	MSRvid	2012test	0433	3.200	Biri matkapla tahta bir şeritte bir delik açıyor.	Bir adam bir tahta parçasına bir delik açıyor.
train	main-captions	MSRvid	2012test	0437	2.800	Bir kadın bazı sebzeleri dilimliyor.	Kadın sarımsak kesiyor.
train	main-captions	MSRvid	2012test	0438	4.600	Bir porsuk bir çukur kazıyor.	Bir porsuk dünyayı kazıyor.
train	main-captions	MSRvid	2012test	0439	0.000	Bir kadın bir gölde su kayağı yapıyor.	Bir adam flüt çalıyor.
train	main-captions	MSRvid	2012test	0440	0.250	Bir kız keman çalıyor.	Bir bebek gülüyor ve kıkırdıyor.
train	main-captions	MSRvid	2012test	0441	3.923	Bir helikopter helikopter pistine iniyor.	Bir helikopter iniyor.
train	main-captions	MSRvid	2012test	0442	2.750	Bir kadın tavuğu kesiyor.	Bir kadın et dilimliyor.
train	main-captions	MSRvid	2012test	0443	0.000	Bir kadın salatalığı kesiyor.	Bir adam gitar çalıyor.
train	main-captions	MSRvid	2012test	0444	3.000	Bir kadın, hayranlık uyandıran kalabalığın önünde fil sürüyor.	Bir kadın bir fil sürüyor.
train	main-captions	MSRvid	2012test	0445	3.800	Bir köpek yavrusu yerde geriye doğru kayıyor.	Bir köpek yavrusu kendini geriye doğru itiyor.
train	main-captions	MSRvid	2012test	0447	4.600	Bir kadın diş sarımsağı böler.	Bir kadın dişlere sarımsak başını kırıyor.
train	main-captions	MSRvid	2012test	0448	2.600	Bir köpek yüzme havuzuna bakıyor.	Bir köpek havuzun kenarında yürüyor.
train	main-captions	MSRvid	2012test	0449	3.600	Bir kadın güzellik bakımını bir bardağa karıştırır.	Bir kadın bir bardakta kremayı kaşıkla karıştırıyor.
train	main-captions	MSRvid	2012test	0450	3.600	Bir adam bir resim çiziyor.	Bir kişi çiziyor.
train	main-captions	MSRvid	2012test	0455	1.000	Bir kadın domates topluyor.	Bir kadın bir kaseye meyilli döküyor.
train	main-captions	MSRvid	2012test	0456	2.750	Bir adam bir bilgisayar monitörüne bakıyor.	Bir adam bir dizüstü bilgisayar kullanıyor.
train	main-captions	MSRvid	2012test	0457	1.250	Oğlan üç tekerlekli bisiklete biniyor.	Bir kadın su scooterına biniyor.
train	main-captions	MSRvid	2012test	0458	2.750	İki adam lastik yuvarlanma yarışında yarışır.	Bir yarışta iki kişi traktör lastiklerini çevirdi.
train	main-captions	MSRvid	2012test	0460	0.000	Bir kişi et kesiyor.	Mekanik bir boğaya binen kişi
train	main-captions	MSRvid	2012test	0461	0.000	Bir adam keman çalıyor.	Bir kadın dikiş makinesi kullanıyor.
train	main-captions	MSRvid	2012test	0466	2.400	Bebek kapıdan içeri girdi.	Bir bebek yerde sürünüyor.
train	main-captions	MSRvid	2012test	0467	2.200	Bir adam klavye çalıyor.	Bir kişi piyano çalıyor.
train	main-captions	MSRvid	2012test	0469	0.200	Bir adam iki pizza kokluyor.	Bir kadın bir erkeği besliyor.
train	main-captions	MSRvid	2012test	0471	2.800	Bir maymun, bir köpeğin kuyruğunu çeker.	Bir maymun, hayvanat bahçesinde bir köpekle dalga geçiyor.
train	main-captions	MSRvid	2012test	0472	4.000	Bir köpek, ahşap bir zeminde sırtüstü yatıyor.	Yerde bir köpek yatıyor.
train	main-captions	MSRvid	2012test	0474	0.000	Bir kadın tavada bir şeyler kızartıyor.	Bir adam gitarını çalıyor.
train	main-captions	MSRvid	2012test	0476	5.000	Bir adam bir kase suya baharat koyar.	Adam bir kapta suya baharat ekledi.
train	main-captions	MSRvid	2012test	0477	0.000	Yaşlı bir kadın bir tavaya yağ döküyor.	Bağlı bir adam suya koyuyor.
train	main-captions	MSRvid	2012test	0479	3.200	Bir kadın soğan kesiyor.	Bir kadın, bir soğanın yarısını kısmen dilimliyor.
train	main-captions	MSRvid	2012test	0480	3.500	Kadın kanguruyu aldı.	Bir kadın kanguru taşıyor.
train	main-captions	MSRvid	2012test	0481	1.750	Kutuyu ısıran bir köpek.	Bir köpek bir kutu yiyecek açar.
train	main-captions	MSRvid	2012test	0482	1.250	Bir kadın bir balığın kemiklerini ayırıyor.	Bir adam bir balık yakalar.
train	main-captions	MSRvid	2012test	0483	0.833	Bir adam çim biçiyor.	Bir adam beton kırıyor.
train	main-captions	MSRvid	2012test	0484	0.000	Bir kedi TV izliyor.	Bir adam izni kesiyor.
train	main-captions	MSRvid	2012test	0485	3.750	Oğlan köpek kulübesinin kapısında sıkıştı.	Bir çocuk köpek evinde sıkışıp kaldı.
train	main-captions	MSRvid	2012test	0486	2.750	İnsanlar yüzme havuzuna girerler.	Erkekler havuza düşüyor.
train	main-captions	MSRvid	2012test	0489	3.800	Bir kadın su altında yüzüyor.	Bir kadın yüzüyor.
train	main-captions	MSRvid	2012test	0490	0.200	Bir adam gitar çalıyor.	Bir kadın dans ediyor.
train	main-captions	MSRvid	2012test	0492	3.400	Bir uçak havada uçuyor.	Güney Afrika Havayolları uçağı mavi gökyüzünde uçuyor.
train	main-captions	MSRvid	2012test	0493	1.400	İki köpekten bir ayı koşuyor.	Bir ayı kurtlarla savaşıyor.
train	main-captions	MSRvid	2012test	0494	3.800	Bir kadın yüzen bir salda dinleniyor.	Bir kadın iç tüpte rahatlar.
train	main-captions	MSRvid	2012test	0496	0.400	Bir adam ameliyathanede ölüyor.	Bir adam sahnede bir kadını öpüyor.
train	main-captions	MSRvid	2012test	0497	0.000	Bir adam bir yaprak tutuyor.	Bir kadın televizyon izliyor.
train	main-captions	MSRvid	2012test	0498	0.000	Bir kişi ata biniyor.	Bir kadın patates dilimliyor.
train	main-captions	MSRvid	2012test	0499	0.000	Bir kadın ahtapot dilimliyor.	Bir adam gitar çalıyor.
train	main-captions	MSRvid	2012test	0500	0.200	Bir adam su testilerini kırıyor.	Bir kadın sarımsak soyuyor.
train	main-captions	MSRvid	2012test	0501	0.000	Bir adam gitar çalıyor.	Bir kadın sebze kesiyor.
train	main-captions	MSRvid	2012test	0502	0.000	Bir kız kek yiyor.	Bir adam salatalığı dilimliyor.
train	main-captions	MSRvid	2012test	0503	3.800	Küçük kız bir köpek ve bir topla çimlerde oynadı.	Bir bebek bir köpek ve topla oynar.
train	main-captions	MSRvid	2012test	0505	2.250	İnsanlar bir sala biner ve kürek çekerler.	Dört kişi bir sal üzerinde yüzüyor.
train	main-captions	MSRvid	2012test	0508	2.400	Bayan bir patates kesti.	Bir adam patatesi kesiyor.
train	main-captions	MSRvid	2012test	0510	3.200	Füze patladı.	Bir roket patladı.
train	main-captions	MSRvid	2012test	0511	1.600	Karda bir köpek oynuyor.	Bir köpek halıdaki sineği pençeliyor.
train	main-captions	MSRvid	2012test	0512	0.400	Bir kadın diğer kadınlarla dans ediyor.	Bir kadın tavuğu parçalıyor.
train	main-captions	MSRvid	2012test	0513	0.000	Bir çocuk bir minibüsü itiyor.	Bir kişi domates dilimliyor.
train	main-captions	MSRvid	2012test	0515	0.400	Bir çocuk bazı dans adımları atıyor.	Bir çocuk bir sürahiden bir şeyler döküyor.
train	main-captions	MSRvid	2012test	0516	0.600	Bir kadın bir soda açıp içiyor.	Bir kadın bir filin üzerine biniyor.
train	main-captions	MSRvid	2012test	0517	1.000	Bir adam hoparlör parçalarını monte ediyor.	Bir adam gitar çalıyor.
train	main-captions	MSRvid	2012test	0519	4.600	Köpek havuzun kenarında yürüdü.	Bir köpek havuz boyunca yürüyor.
train	main-captions	MSRvid	2012test	0520	4.250	Tereyağı bir kaseye konuyor.	Bir karıştırma kabına tereyağı kesen bir adam.
train	main-captions	MSRvid	2012test	0522	1.500	Rakunlar yiyor.	Bir adam yiyor.
train	main-captions	MSRvid	2012test	0523	3.500	Biri attan düştü.	Bir adam bir attan düşürülür.
train	main-captions	MSRvid	2012test	0525	0.000	Bir kadın bir elmayı soyar.	Bir adam bir motosiklete binek tekerlekleri çıkar.
train	main-captions	MSRvid	2012test	0526	0.000	Bir adam bazı matematik dersleri alıyor.	Bir adam bir bifteği yıkıyor.
train	main-captions	MSRvid	2012test	0527	0.000	Hayvanlar suda oynuyor.	İki adam masa tenisi oynuyor.
train	main-captions	MSRvid	2012test	0528	0.333	Bir adam ata biniyor ve engellerin üzerinden atlıyor.	Bir adam bir futbol topunu tekmeliyor.
train	main-captions	MSRvid	2012test	0529	0.333	Bir kişi eliyle kalem numarası yapıyor.	Bir kişi havuçları ikiye böler.
train	main-captions	MSRvid	2012test	0530	3.333	Kişi kameraları ateşe verdi.	Bir kişi kameraları yakıyor.
train	main-captions	MSRvid	2012test	0531	4.333	Adam kaseti kutudan kesiyor.	Bir adam bir kutuyu kesiyor.
train	main-captions	MSRvid	2012test	0534	0.800	Nehirde bir adam balık tutuyor.	Kaldırımda yürürken bir adam şarkı söylüyor.
train	main-captions	MSRvid	2012test	0535	0.200	Bir adam bisiklete biniyor.	Sokakta bir kadın dans ediyor.
train	main-captions	MSRvid	2012test	0536	0.000	Bir adam şınav çekiyor.	Bir kadın biraz ahtapot kesiyor.
train	main-captions	MSRvid	2012test	0537	0.000	Bir adam gitar çalıyor.	Bir kadın biraz domuz eti kesiyor.
train	main-captions	MSRvid	2012test	0542	2.800	Küçük çocuk şarkı söylüyor ve gitar çalıyor.	Bir bebek gitar çalıyor.
train	main-captions	MSRvid	2012test	0543	0.800	Bir kadın yüzünü pudralıyor.	Kadın parmaklarını masaya vuruyor.
train	main-captions	MSRvid	2012test	0546	0.000	Bir kadın patatesi soyuyor.	Bir aslan dolaşıyor.
train	main-captions	MSRvid	2012test	0547	0.250	Bir kadın tüfekle ateş ediyor.	Bir adam dublör yapıyor.
train	main-captions	MSRvid	2012test	0552	0.500	Bir kadın, bir erkeğin omuzlarına çelenk koyar.	Bir adam pilotların kafasına su döküyor.
train	main-captions	MSRvid	2012test	0553	3.750	Yaşlı bir kadın bir erkekle el sıkışıyor.	Bir erkek ve bir kadın el sıkışır.
train	main-captions	MSRvid	2012test	0555	1.750	Kadın su kayağı yapıyor.	Bir kadın gölde yatılı olarak uyanmaktadır.
train	main-captions	MSRvid	2012test	0556	2.667	Ağaçlar fırtınada bükülüyor.	Ağaçlara çok sert rüzgarlar vurur.
train	main-captions	MSRvid	2012test	0558	0.400	Bir erkek ve kadın bir arabaya biniyor.	Bir kadın karides kızartıyor.
train	main-captions	MSRvid	2012test	0559	0.000	Bir adam bir ağaç dalını hareket ettiriyor.	Kadın keman çalıyor.
train	main-captions	MSRvid	2012test	0561	1.000	Bir adam piyano çalıyor.	Bir kadın keman çalıyor.
train	main-captions	MSRvid	2012test	0562	0.800	Bir kişi bir tavaya yağ döküyor.	Bir kişi bir soğanı doğruyor.
train	main-captions	MSRvid	2012test	0564	0.000	Hayvan yiyor.	Bir kadın dans ediyor.
train	main-captions	MSRvid	2012test	0566	4.000	Kadın köpeğini gezdiriyor.	Bir kadın köpeğini sokakta gezdiriyor.
train	main-captions	MSRvid	2012test	0570	5.000	Bir grup insan şarkı söylüyor.	Bazı insanlar şarkı söylüyor.
train	main-captions	MSRvid	2012test	0571	4.400	Kedi süt içiyor.	Bir kedi süt tabağından yalıyor.
train	main-captions	MSRvid	2012test	0574	2.000	Bir kız gözkapağı yapıyor.	Bir kadın göz farı uyguluyor.
train	main-captions	MSRvid	2012test	0576	2.800	İki adam kavga ediyor.	İki adam bir tür dövüş sanatları kullanarak dövüşüyor.
train	main-captions	MSRvid	2012test	0581	2.500	Asker, askere alınanlara havladı.	Bir subay acemilerle konuşuyor.
train	main-captions	MSRvid	2012test	0582	2.500	Adam kabın içine tavuğu koyuyor.	Bir adam bir kutuya yiyecek koyuyor.
train	main-captions	MSRvid	2012test	0583	2.250	Bir adam bir stenograf makinesine bağlı.	adam bir stenograf kullandı.
train	main-captions	MSRvid	2012test	0584	3.600	Bir kadın bir tencereye makarna ekliyor.	Bir kadın erişte yapıyor.
train	main-captions	MSRvid	2012test	0585	1.200	Bir kadın battaniyenin üzerinde bir kayanın üzerinde yatıyor ve kitap okuyor.	Oturan bir kadın hem şarkı söylüyor hem de gitar çalıyor.
train	main-captions	MSRvid	2012test	0586	0.200	İki yavru birbirleriyle oynuyor.	Bazı erkekler futbol oynuyor.
train	main-captions	MSRvid	2012test	0587	1.000	Bir adam bir tarlada koşuyor.	Bir adam bir ipe tırmanıyor.
train	main-captions	MSRvid	2012test	0588	0.400	Bir adam birine sarılıyor.	Bir adam fotoğraf çekiyor.
train	main-captions	MSRvid	2012test	0589	2.800	Birisi bir tencereye esrar döküyor.	Bir adam sebzeleri tencereye koyar.
train	main-captions	MSRvid	2012test	0591	0.000	Bir çift yürüyor.	Bazı adamlar görüyor.
train	main-captions	MSRvid	2012test	0593	3.000	Bir kişi gitar çalıyor.	Adam gitarını çaldı.
train	main-captions	MSRvid	2012test	0594	3.000	Bir kişi bir tavaya yiyecek ekliyor.	Bir kadın pirinci tavaya koyar.
train	main-captions	MSRvid	2012test	0595	2.800	Bir grup penguen yürüyor.	Büyük miktarda penguen okyanusa doğru ilerliyor.
train	main-captions	MSRvid	2012test	0596	0.000	Bir adam gitar çalıyor.	Birisi bir çörekle uğraşıyor.
